2025-01-07 11:14:58 [INFO]: Loading Overrides...
2025-01-07 11:14:58 [INFO]: Loading World Types...
2025-01-07 11:14:58 [INFO]: - World Type for 'world' set to 'NORMAL'
2025-01-07 11:14:58 [INFO]: - World Type for 'world_nether' set to 'NETHER'
2025-01-07 11:14:58 [INFO]: - World Type for 'world_the_end' set to 'NORMAL'
2025-01-07 11:14:58 [INFO]: Loading Defaults...
2025-01-07 11:14:58 [INFO]: Loading Custom Worlds...
2025-01-07 11:14:58 [INFO]: [WARN] - Custom World 'custom_world_1' was not registered because world does NOT exist
2025-01-07 11:14:58 [INFO]: [WARN] - Custom World 'other_custom_world' was not registered because world does NOT exist
2025-01-07 11:14:58 [SEVERE]: The particle 'EXPLOSION_NORMAL' created a fatal error when loading particles! Your MC version isn't supported!
2025-01-07 11:15:01 [INFO]: Database COOLDOWN:spawn configured and loaded!
2025-01-08 00:19:53 [INFO]: _ItzMist executed: /betterrtp:rtp world desert
2025-01-08 00:20:07 [INFO]: _Susant_XD executed: /betterrtp:rtp world desert
2025-01-08 00:20:09 [INFO]: _ItzMist executed: /betterrtp:rtp world desert
2025-01-08 00:20:22 [INFO]: _ItzMist executed: /betterrtp:rtp world world
2025-01-08 00:23:53 [INFO]: Galaxy_dreams executed: /betterrtp:rtp world desert
2025-01-08 00:23:59 [INFO]: Galaxy_dreams executed: /betterrtp:rtp world desert
2025-01-08 00:24:05 [INFO]: Galaxy_dreams executed: /betterrtp:rtp world desert
2025-01-08 00:24:12 [INFO]: AboodOfficial executed: /betterrtp:rtp world world
2025-01-08 00:52:30 [INFO]: _Susant_XD executed: /betterrtp:rtp world desert
2025-01-08 01:21:57 [INFO]: Ghaatakshaurya executed: /betterrtp:rtp world desert
2025-01-08 02:05:23 [INFO]: Ishant1896 executed: /betterrtp:rtp world world
2025-01-08 02:05:32 [INFO]: Ishant1896 executed: /betterrtp:rtp world desert
2025-01-08 02:05:36 [INFO]: Ishant1896 executed: /betterrtp:rtp world desert
2025-01-08 02:06:35 [INFO]: Lakshydeep executed: /betterrtp:rtp world world
2025-01-08 02:37:34 [INFO]: Mission_Dona executed: /betterrtp:rtp world desert
2025-01-08 02:37:47 [INFO]: Mission_Dona executed: /betterrtp:rtp world desert
2025-01-08 02:37:59 [INFO]: Mission_Dona executed: /betterrtp:rtp world world
2025-01-08 02:39:22 [INFO]: Quandeptraimc04 executed: /betterrtp:rtp world world
2025-01-08 02:39:32 [INFO]: Quandeptraimc04 executed: /betterrtp:rtp world world
2025-01-08 02:39:34 [INFO]: Quandeptraimc04 executed: /betterrtp:rtp world desert
2025-01-08 02:39:40 [INFO]: Mr_Akshith_XD executed: /betterrtp:rtp world world
2025-01-08 02:40:38 [INFO]: Mr_Akshith_XD executed: /betterrtp:rtp world world
2025-01-08 02:40:50 [INFO]: Mr_Akshith_XD executed: /betterrtp:rtp world world
2025-01-08 02:53:05 [INFO]: not_durgesh executed: /betterrtp:rtp world desert
2025-01-08 03:05:37 [INFO]: Sprhdtl0 executed: /betterrtp:rtp world desert
2025-01-08 03:05:47 [INFO]: Sprhdtl0 executed: /betterrtp:rtp world desert
2025-01-08 03:05:58 [INFO]: Sprhdtl0 executed: /betterrtp:rtp world world
2025-01-08 04:33:06 [INFO]: samvethanh executed: /betterrtp:rtp world world
2025-01-08 04:33:19 [INFO]: samvethanh executed: /betterrtp:rtp world desert
2025-01-08 04:34:34 [INFO]: samvethanh executed: /betterrtp:rtp world desert
2025-01-08 04:37:51 [INFO]: samvethanh executed: /betterrtp:rtp world desert
2025-01-08 04:40:33 [INFO]: hapa executed: /betterrtp:rtp world world
2025-01-08 04:44:20 [INFO]: Asterric_ executed: /betterrtp:rtp world world
2025-01-08 04:53:50 [INFO]: Asterric_ executed: /betterrtp:rtp world world
2025-01-08 04:54:19 [INFO]: Asterric_ executed: /betterrtp:rtp world world
2025-01-08 04:54:24 [INFO]: Asterric_ executed: /betterrtp:rtp world desert
2025-01-08 04:54:28 [INFO]: Asterric_ executed: /betterrtp:rtp world world
2025-01-08 04:59:09 [INFO]: Bright_Light executed: /betterrtp:rtp world world
2025-01-08 04:59:19 [INFO]: Bright_Light executed: /betterrtp:rtp world desert
2025-01-08 04:59:29 [INFO]: Bright_Light executed: /betterrtp:rtp world desert
2025-01-08 05:02:11 [INFO]: dead_legend_134 executed: /betterrtp:rtp world world
2025-01-08 05:16:17 [INFO]: essyyy executed: /betterrtp:rtp world desert
2025-01-08 05:26:43 [INFO]: chinisa executed: /betterrtp:rtp world world
2025-01-08 05:26:57 [INFO]: chinisa executed: /betterrtp:rtp world desert
2025-01-08 05:27:47 [INFO]: Lacazo executed: /betterrtp:rtp world world
2025-01-08 05:27:59 [INFO]: Lacazo executed: /betterrtp:rtp world desert
2025-01-08 06:06:41 [INFO]: MineHimanshu executed: /betterrtp:rtp world desert
2025-01-08 06:06:52 [INFO]: MineHimanshu executed: /betterrtp:rtp world world
2025-01-08 06:18:29 [INFO]: AravG executed: /betterrtp:rtp world world
2025-01-08 06:19:02 [INFO]: AravG executed: /betterrtp:rtp world world
2025-01-08 06:21:43 [INFO]: Mission_Dona executed: /betterrtp:rtp world world
2025-01-08 06:21:47 [INFO]: ViictorAK executed: /betterrtp:rtp world world
2025-01-08 07:15:41 [INFO]: Living_Spider999 executed: /betterrtp:rtp world desert
2025-01-08 07:16:05 [INFO]: Living_Spider999 executed: /betterrtp:rtp world desert
2025-01-08 07:16:06 [INFO]: Living_Spider999 executed: /betterrtp:rtp world world
2025-01-08 07:17:09 [INFO]: Living_Spider999 executed: /betterrtp:rtp world world
2025-01-08 07:56:09 [INFO]: RivFig executed: /betterrtp:rtp world desert
2025-01-08 07:56:19 [INFO]: RivFig executed: /betterrtp:rtp world world
2025-01-08 08:30:14 [INFO]: deepaksoni executed: /betterrtp:rtp world desert
2025-01-08 09:19:43 [INFO]: iamgamer8264 executed: /betterrtp:rtp world world
2025-01-08 09:21:07 [INFO]: iamgamer8264 executed: /betterrtp:rtp world desert
2025-01-08 09:23:15 [INFO]: iamgamer8264 executed: /betterrtp:rtp world world
2025-01-08 09:23:17 [INFO]: iamgamer8264 executed: /betterrtp:rtp world world
2025-01-08 09:24:56 [INFO]: samvethanh executed: /betterrtp:rtp world world
2025-01-08 09:30:16 [INFO]: kicudeptrai executed: /betterrtp:rtp world desert
2025-01-08 09:34:53 [INFO]: kicudeptrai executed: /betterrtp:rtp world world
2025-01-08 09:35:27 [INFO]: Kitosback executed: /betterrtp:rtp world desert
2025-01-08 09:41:30 [INFO]: Abhinoor executed: /betterrtp:rtp world world
2025-01-08 10:04:37 [INFO]: braveboy75 executed: /betterrtp:rtp world world
2025-01-08 10:04:54 [INFO]: braveboy75 executed: /betterrtp:rtp world desert
2025-01-08 10:11:37 [INFO]: Abhinoor executed: /betterrtp:rtp world world
2025-01-08 10:11:51 [INFO]: Abhinoor executed: /betterrtp:rtp world world
2025-01-08 10:12:05 [INFO]: Abhinoor executed: /betterrtp:rtp world desert
2025-01-08 10:13:04 [INFO]: Abhinoor executed: /betterrtp:rtp world world
2025-01-08 10:13:27 [INFO]: Abhinoor executed: /betterrtp:rtp world world
2025-01-08 10:14:35 [INFO]: Abhinoor executed: /betterrtp:rtp world world
2025-01-08 10:14:48 [INFO]: Abhinoor executed: /betterrtp:rtp world desert
2025-01-08 10:17:25 [INFO]: Abhinoor executed: /betterrtp:rtp world world
2025-01-08 10:20:30 [INFO]: braveboy75 executed: /betterrtp:rtp world desert
2025-01-08 10:50:01 [INFO]: LT3ONTOP executed: /betterrtp:rtp world world
2025-01-08 10:50:10 [INFO]: LT3ONTOP executed: /betterrtp:rtp world desert
2025-01-08 10:50:27 [INFO]: LT3ONTOP executed: /betterrtp:rtp world desert
2025-01-08 11:30:47 [INFO]: Akshat_pro48 executed: /betterrtp:rtp world world
2025-01-08 11:31:05 [INFO]: Akshat_pro48 executed: /betterrtp:rtp world world
2025-01-08 11:31:14 [INFO]: Akshat_pro48 executed: /betterrtp:rtp world world
2025-01-08 11:31:16 [INFO]: Akshat_pro48 executed: /betterrtp:rtp world world
2025-01-08 12:14:57 [INFO]: RedRock executed: /betterrtp:rtp world desert
2025-01-08 12:15:13 [INFO]: RedRock executed: /betterrtp:rtp world world
2025-01-08 12:15:22 [INFO]: RedRock executed: /betterrtp:rtp world desert
2025-01-08 12:17:17 [INFO]: POWER_LORD123 executed: /betterrtp:rtp world world
2025-01-08 12:17:30 [INFO]: POWER_LORD123 executed: /betterrtp:rtp world desert
2025-01-08 12:18:42 [INFO]: POWER_LORD123 executed: /betterrtp:rtp world desert
2025-01-08 12:18:51 [INFO]: Kunokyo executed: /betterrtp:rtp world desert
2025-01-08 12:18:54 [INFO]: POWER_LORD123 executed: /betterrtp:rtp world desert
2025-01-08 12:19:03 [INFO]: Kunokyo executed: /betterrtp:rtp world desert
2025-01-08 12:19:06 [INFO]: Kunokyo executed: /betterrtp:rtp world world
2025-01-08 13:42:08 [INFO]: Riddle_Rolde executed: /betterrtp:rtp world world
2025-01-08 13:42:14 [INFO]: Anfanman9 executed: /betterrtp:rtp world world
2025-01-08 13:42:20 [INFO]: Riddle_Rolde executed: /betterrtp:rtp world world
2025-01-08 13:42:22 [INFO]: Riddle_Rolde executed: /betterrtp:rtp world world
2025-01-08 13:42:26 [INFO]: Riddle_Rolde executed: /betterrtp:rtp world world
2025-01-08 13:42:28 [INFO]: Riddle_Rolde executed: /betterrtp:rtp world world
2025-01-08 14:02:17 [INFO]: LivingVansh executed: /betterrtp:rtp world world
2025-01-08 14:05:42 [INFO]: Super_progamerr executed: /betterrtp:rtp world world
2025-01-08 14:05:56 [INFO]: Super_progamerr executed: /betterrtp:rtp world desert
2025-01-08 16:38:57 [INFO]: I_Am_Broken executed: /betterrtp:rtp world desert
2025-01-08 16:39:45 [INFO]: I_Am_Broken executed: /betterrtp:rtp world desert
2025-01-08 16:39:56 [INFO]: I_Am_Broken executed: /betterrtp:rtp world world
2025-01-09 00:14:57 [INFO]: Kinstu executed: /betterrtp:rtp world world
2025-01-09 00:15:19 [INFO]: Kinstu executed: /betterrtp:rtp world desert
2025-01-09 00:15:29 [INFO]: Kinstu executed: /betterrtp:rtp world desert
2025-01-09 01:43:33 [INFO]: PrimeMOIZ executed: /betterrtp:rtp world desert
2025-01-09 03:01:22 [INFO]: itxwarior executed: /betterrtp:rtp world desert
2025-01-09 03:01:27 [INFO]: itxwarior executed: /betterrtp:rtp world desert
2025-01-09 03:01:30 [INFO]: itxwarior executed: /betterrtp:rtp world world
2025-01-09 03:26:15 [INFO]: RADHE_KARNA executed: /betterrtp:rtp world world
2025-01-09 03:43:07 [INFO]: _NotSensei_ executed: /betterrtp:rtp world desert
2025-01-09 03:43:21 [INFO]: _NotSensei_ executed: /betterrtp:rtp world world
2025-01-09 04:16:16 [INFO]: GonDiplomat executed: /betterrtp:rtp world desert
2025-01-09 04:16:47 [INFO]: GonDiplomat executed: /betterrtp:rtp world world
2025-01-09 04:17:14 [INFO]: ASHISHjudl executed: /betterrtp:rtp world desert
2025-01-09 04:17:44 [INFO]: ASHISHjudl executed: /betterrtp:rtp world desert
2025-01-09 04:18:16 [INFO]: ASHISHjudl executed: /betterrtp:rtp world desert
2025-01-09 04:19:02 [INFO]: ASHISHjudl executed: /betterrtp:rtp world desert
2025-01-09 04:19:15 [INFO]: ASHISHjudl executed: /betterrtp:rtp world desert
2025-01-09 04:19:23 [INFO]: ASHISHjudl executed: /betterrtp:rtp world desert
2025-01-09 04:31:10 [INFO]: Atishay222 executed: /betterrtp:rtp world world
2025-01-09 04:31:17 [INFO]: khanggun executed: /betterrtp:rtp world desert
2025-01-09 04:31:24 [INFO]: Atishay222 executed: /betterrtp:rtp world world
2025-01-09 04:31:38 [INFO]: Shok3rzzzz executed: /betterrtp:rtp world desert
2025-01-09 04:31:54 [INFO]: Shok3rzzzz executed: /betterrtp:rtp world desert
2025-01-09 05:12:50 [INFO]: PeakPlayzYT executed: /betterrtp:rtp world world
2025-01-09 05:13:10 [INFO]: benumutq executed: /betterrtp:rtp world world
2025-01-09 05:13:37 [INFO]: benumutq executed: /betterrtp:rtp world world
2025-01-09 05:13:40 [INFO]: benumutq executed: /betterrtp:rtp world desert
2025-01-09 05:36:42 [INFO]: Not_Kind_XD executed: /betterrtp:rtp world desert
2025-01-09 05:36:44 [INFO]: Not_Kind_XD executed: /betterrtp:rtp world world
2025-01-09 05:36:50 [INFO]: Not_Kind_XD executed: /betterrtp:rtp world world
2025-01-09 05:36:55 [INFO]: Not_Kind_XD executed: /betterrtp:rtp world world
2025-01-09 05:36:57 [INFO]: Not_Kind_XD executed: /betterrtp:rtp world desert
2025-01-09 06:47:51 [INFO]: X_XoDi_X executed: /betterrtp:rtp world world
2025-01-09 07:11:08 [INFO]: PrimeMOIZ executed: /betterrtp:rtp world world
2025-01-09 07:14:41 [INFO]: aarik executed: /betterrtp:rtp world desert
2025-01-09 07:16:49 [INFO]: aarik executed: /betterrtp:rtp world world
2025-01-09 07:31:21 [INFO]: zxnontop executed: /betterrtp:rtp world desert
2025-01-09 07:31:30 [INFO]: zxnontop executed: /betterrtp:rtp world world
2025-01-09 07:42:05 [INFO]: Vinay1072 executed: /betterrtp:rtp world desert
2025-01-09 07:42:15 [INFO]: Vinay1072 executed: /betterrtp:rtp world desert
2025-01-09 07:42:33 [INFO]: Vinay1072 executed: /betterrtp:rtp world world
2025-01-09 07:46:29 [INFO]: senapi_is_pro executed: /betterrtp:rtp world world
2025-01-09 07:47:10 [INFO]: ExclsvCode executed: /betterrtp:rtp world world
2025-01-09 07:47:42 [INFO]: ExclsvCode executed: /betterrtp:rtp world world
2025-01-09 07:52:46 [INFO]: AssassianXD executed: /betterrtp:rtp world desert
2025-01-09 07:53:07 [INFO]: AssassianXD executed: /betterrtp:rtp world world
2025-01-09 07:53:29 [INFO]: ImAteMoss executed: /betterrtp:rtp world desert
2025-01-09 07:54:04 [INFO]: ImAteMoss executed: /betterrtp:rtp world world
2025-01-09 07:57:56 [INFO]: ImAteMoss executed: /betterrtp:rtp world world
2025-01-09 08:01:13 [INFO]: cafyd executed: /betterrtp:rtp world desert
2025-01-09 08:01:26 [INFO]: cafyd executed: /betterrtp:rtp world world
2025-01-09 08:14:02 [INFO]: _PoR0 executed: /betterrtp:rtp world desert
2025-01-09 08:14:19 [INFO]: _PoR0 executed: /betterrtp:rtp world desert
2025-01-09 08:14:45 [INFO]: _PoR0 executed: /betterrtp:rtp world world
2025-01-09 08:17:12 [INFO]: MineHimanshu executed: /betterrtp:rtp world desert
2025-01-09 08:47:02 [INFO]: Lynx executed: /betterrtp:rtp world world
2025-01-09 08:47:05 [INFO]: Lynx executed: /betterrtp:rtp world world
2025-01-09 08:47:06 [INFO]: Lynx executed: /betterrtp:rtp world desert
2025-01-09 08:47:07 [INFO]: Lynx executed: /betterrtp:rtp world world
2025-01-09 08:47:15 [INFO]: Lynx executed: /betterrtp:rtp world world
2025-01-09 09:16:04 [INFO]: rakster50 executed: /betterrtp:rtp world world
2025-01-09 09:17:31 [INFO]: rakster50 executed: /betterrtp:rtp world desert
2025-01-09 09:20:33 [INFO]: rakster50 executed: /betterrtp:rtp world desert
2025-01-09 09:49:34 [INFO]: Wazovski123 executed: /betterrtp:rtp world desert
2025-01-09 10:42:13 [INFO]: _Susant_XD executed: /betterrtp:rtp world desert
2025-01-09 11:05:31 [INFO]: dead_legend_134 executed: /betterrtp:rtp world desert
2025-01-09 11:18:05 [INFO]: dead_legend_134 executed: /betterrtp:rtp world world
2025-01-09 12:45:14 [INFO]: xCyberCat0 executed: /betterrtp:rtp world world
2025-01-09 12:45:30 [INFO]: xCyberCat0 executed: /betterrtp:rtp world desert
2025-01-09 23:57:38 [INFO]: haiprovip123eee executed: /betterrtp:rtp world desert
2025-01-10 00:06:49 [INFO]: LeadingLight_XD executed: /betterrtp:rtp world world
2025-01-10 00:18:48 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 00:19:52 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 00:22:59 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 00:23:44 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 00:28:26 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 00:28:42 [INFO]: GuzuHD executed: /betterrtp:rtp world desert
2025-01-10 00:28:44 [INFO]: GuzuHD executed: /betterrtp:rtp world desert
2025-01-10 00:28:53 [INFO]: preet007 executed: /betterrtp:rtp world world
2025-01-10 01:45:36 [INFO]: SutUp executed: /betterrtp:rtp world world
2025-01-10 01:45:40 [INFO]: SutUp executed: /betterrtp:rtp world desert
2025-01-10 01:46:48 [INFO]: SutUp executed: /betterrtp:rtp world desert
2025-01-10 01:46:54 [INFO]: SutUp executed: /betterrtp:rtp world desert
2025-01-10 01:46:58 [INFO]: SutUp executed: /betterrtp:rtp world desert
2025-01-10 01:47:14 [INFO]: SutUp executed: /betterrtp:rtp world desert
2025-01-10 01:47:22 [INFO]: SutUp executed: /betterrtp:rtp world world
2025-01-10 02:32:38 [INFO]: tanishqgarg14 executed: /betterrtp:rtp world world
2025-01-10 03:06:19 [INFO]: manhkienmc executed: /betterrtp:rtp world world
2025-01-10 03:06:37 [INFO]: manhkienmc executed: /betterrtp:rtp world world
2025-01-10 03:06:40 [INFO]: manhkienmc executed: /betterrtp:rtp world desert
2025-01-10 03:06:54 [INFO]: manhkienmc executed: /betterrtp:rtp world desert
2025-01-10 03:31:01 [INFO]: devilproidkkk executed: /betterrtp:rtp world world
2025-01-10 03:31:14 [INFO]: devilproidkkk executed: /betterrtp:rtp world desert
2025-01-10 03:56:50 [INFO]: preet007 executed: /betterrtp:rtp world desert
2025-01-10 04:08:55 [INFO]: MrSmArTpRo executed: /betterrtp:rtp world world
2025-01-10 04:09:06 [INFO]: MrSmArTpRo executed: /betterrtp:rtp world desert
2025-01-10 04:09:41 [INFO]: Divanshu011 executed: /betterrtp:rtp world desert
2025-01-10 04:10:00 [INFO]: Divanshu011 executed: /betterrtp:rtp world world
2025-01-10 04:10:20 [INFO]: Divanshu011 executed: /betterrtp:rtp world desert
2025-01-10 04:10:20 [INFO]: BarrierXD executed: /betterrtp:rtp world world
2025-01-10 04:10:23 [INFO]: BarrierXD executed: /betterrtp:rtp world desert
2025-01-10 04:10:28 [INFO]: Divanshu011 executed: /betterrtp:rtp world world
2025-01-10 04:10:36 [INFO]: Murtazajohar77 executed: /betterrtp:rtp world world
2025-01-10 04:13:18 [INFO]: xCyberCat0 executed: /betterrtp:rtp world desert
2025-01-10 04:38:16 [INFO]: DarkBoy1127 executed: /betterrtp:rtp world world
2025-01-10 04:38:32 [INFO]: DarkBoy1127 executed: /betterrtp:rtp world world
2025-01-10 04:59:08 [INFO]: Honeyxpie executed: /betterrtp:rtp world world
2025-01-10 05:02:57 [INFO]: Lucariogamer_ executed: /betterrtp:rtp world world
2025-01-10 05:13:41 [INFO]: Spizals_ executed: /betterrtp:rtp world desert
2025-01-10 05:15:28 [INFO]: Inflamos executed: /betterrtp:rtp world desert
2025-01-10 05:15:38 [INFO]: Inflamos executed: /betterrtp:rtp world world
2025-01-10 05:15:51 [INFO]: Inflamos executed: /betterrtp:rtp world world
2025-01-10 05:32:31 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:32:51 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:33:00 [INFO]: Ziobrop executed: /betterrtp:rtp world desert
2025-01-10 05:33:29 [INFO]: Ziobrop executed: /betterrtp world desert
2025-01-10 05:34:55 [INFO]: Ziobrop executed: /betterrtp help
2025-01-10 05:35:14 [INFO]: Ziobrop executed: /betterrtp:randomtp world
2025-01-10 05:35:45 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:35:59 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:36:26 [INFO]: Ziobrop executed: /betterrtp world all
2025-01-10 05:36:59 [INFO]: Ziobrop executed: /betterrtp:rtp world All bioms
2025-01-10 05:37:17 [INFO]: Ziobrop executed: /betterrtp world desert
2025-01-10 05:42:19 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:42:39 [INFO]: Ziobrop executed: /betterrtp world wildtp
2025-01-10 05:44:02 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:44:35 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:45:31 [INFO]: Ziobrop executed: /betterrtp:rtp world world
2025-01-10 05:57:53 [INFO]: chaoem2010 executed: /betterrtp:rtp world desert
2025-01-10 05:57:56 [INFO]: chaoem2010 executed: /betterrtp:rtp world world
2025-01-10 05:58:11 [INFO]: chaoem2010 executed: /betterrtp:rtp world world
2025-01-10 06:03:05 [INFO]: DEVANSH__LEGEND executed: /betterrtp:rtp world world
2025-01-10 06:03:14 [INFO]: DEVANSH__LEGEND executed: /betterrtp:rtp world desert
2025-01-10 06:12:23 [INFO]: Lynx executed: /betterrtp:rtp world world
2025-01-10 06:12:36 [INFO]: Lynx executed: /betterrtp:rtp world desert
2025-01-10 06:12:45 [INFO]: Rutherford executed: /betterrtp:rtp world world
2025-01-10 06:12:52 [INFO]: Rutherford executed: /betterrtp:rtp world desert
2025-01-10 06:12:54 [INFO]: Lynx executed: /betterrtp:rtp world desert
2025-01-10 06:13:11 [INFO]: Lynx executed: /betterrtp:rtp world desert
2025-01-10 06:13:19 [INFO]: Rutherford executed: /betterrtp:rtp world world
2025-01-10 06:13:27 [INFO]: Lynx executed: /betterrtp:rtp world world
2025-01-10 06:39:39 [INFO]: gtuongg2509 executed: /betterrtp:rtp world world
2025-01-10 06:40:51 [INFO]: gtuongg2509 executed: /betterrtp:rtp world world
2025-01-10 06:43:00 [INFO]: NG_PARADOX executed: /betterrtp:rtp world world
2025-01-10 06:43:23 [INFO]: NG_PARADOX executed: /betterrtp:rtp world desert
2025-01-10 06:43:44 [INFO]: NG_PARADOX executed: /betterrtp:rtp world desert
2025-01-10 06:43:51 [INFO]: NG_PARADOX executed: /betterrtp:rtp world world
2025-01-10 06:47:15 [INFO]: hehehehehehe executed: /betterrtp:rtp world world
2025-01-10 06:47:28 [INFO]: hehehehehehe executed: /betterrtp:rtp world world
2025-01-10 06:47:37 [INFO]: hehehehehehe executed: /betterrtp:rtp world desert
2025-01-10 06:56:12 [INFO]: NETHER_NINJA executed: /betterrtp:rtp world world
2025-01-10 06:56:20 [INFO]: NETHER_NINJA executed: /betterrtp:rtp world world
2025-01-10 06:56:23 [INFO]: NETHER_NINJA executed: /betterrtp:rtp world world
2025-01-10 06:56:26 [INFO]: NETHER_NINJA executed: /betterrtp:rtp world desert
2025-01-10 07:02:34 [INFO]: hehehehehehe executed: /betterrtp:rtp world desert
2025-01-10 07:27:31 [INFO]: neh executed: /betterrtp:rtp world desert
2025-01-10 07:27:37 [INFO]: Xenon2555 executed: /betterrtp:rtp world desert
2025-01-10 07:27:37 [INFO]: -Removed a queue Location{world=CraftWorld{name=desert},x=466.5,y=63.0,z=-619.5,pitch=22.664148,yaw=-61.18001}
2025-01-10 07:34:00 [INFO]: Xenon2555 executed: /betterrtp:rtp world desert
2025-01-10 07:34:01 [INFO]: -Removed a queue Location{world=CraftWorld{name=desert},x=-419.5,y=93.0,z=-162.5,pitch=22.501957,yaw=-148.79706}
2025-01-10 07:35:38 [INFO]: hlinh_dz executed: /betterrtp:rtp world world
2025-01-10 07:35:48 [INFO]: hlinh_dz executed: /betterrtp:rtp world desert
